type,dataset,ortho_files,shapes_file,channels,centroid_x,centroid_y,threshold,pixels,id,pixels_after_threshold,GLI_mean,GLI_median,GLI_std,GLI_max,GLI_min
tif_multichannel,single_rgb_plot,/home/filippo/Documents/polyploid_breeding/papers/software_paper/paper-drone2report/data/single_rgb_plot/single_rgb_plot.tif,/home/filippo/Documents/polyploid_breeding/papers/software_paper/paper-drone2report/data/single_rgb_plot/single_rgb_plot.shp,red green blue,570293.6182715645,4974993.913668624,,254493,2,254493,0.26837410728922173,0.25396825396825395,0.1471220527989092,0.9775280898876405,-0.3684210526315789
