type,dataset,ortho_files,shapes_file,channels,centroid_x,centroid_y,threshold,pixels,gid,pixels_after_threshold,altezza_mean,altezza_median,altezza_std,altezza_max,altezza_min,summation
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570289.1441658845,4974960.810236092,,44110,137,44110,126.32356608478804,126.3200454711914,0.1654755136656931,126.66028,125.96027,5572132.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570287.9977294502,4974958.114602281,,43907,152,43907,126.21247181542806,126.21469116210938,0.0844831624357124,126.45481,125.99151,5541611.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570286.8498138498,4974955.419793154,,44226,161,44226,126.38007054673722,126.44009399414062,0.1878636490805764,126.8904,126.0062,5589285.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570285.6984423966,4974952.722418562,,44029,176,44029,126.21008880510573,126.19786834716795,0.0730023224254146,126.494835,125.984535,5556904.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570284.5505222847,4974950.027615577,,44105,185,44105,126.13627706609228,126.12873077392578,0.0446669490761298,126.31657,126.02034,5563240.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570283.4040818549,4974947.331982676,,43910,200,43910,126.19665224322478,126.18385314941406,0.1048825860477832,126.55699,125.95687,5541295.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570282.2561622564,4974944.637174459,,44222,209,44222,126.32587852200264,126.34712982177734,0.1340279805692239,126.63026,126.039734,5586383.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570281.1047867985,4974941.93980078,,44028,224,44028,126.36045243935678,126.34062957763672,0.177269279409147,126.97988,125.99767,5563398.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570279.4145779385,4974937.935804822,,44108,233,44108,126.34565158247936,126.3503189086914,0.0900765239593388,126.72802,126.11495,5572854.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570278.2681330341,4974935.240172938,,43910,248,43910,126.24815531769528,126.22817993164062,0.1080631143942631,126.66491,126.02993,5543556.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570277.1216871327,4974932.544541284,,44105,257,44105,126.29936515134338,126.28363800048828,0.1134667536837506,126.87212,126.066216,5570433.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570300.405222945,4974991.048185882,,44031,7,44031,125.93044673071245,125.93366241455078,0.1290422370894189,126.356224,125.67678,5544843.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570299.254024698,4974988.347326828,,43995,18,43995,126.05508580520514,126.05235290527344,0.1471911968869125,126.43374,125.753426,5545793.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570298.1059589798,4974985.655997183,,43905,31,43905,126.0732832251452,126.06484985351562,0.0815918431427751,126.39643,125.785225,5535247.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570296.9596848331,4974982.95687464,,43885,42,43885,126.15746838327446,126.17577362060548,0.168093312276516,126.57552,125.77085,5536420.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570295.8131021756,4974980.26472619,,43909,55,43909,126.1280033706074,126.10504150390624,0.1212897884962687,126.676796,125.83882,5538154.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570294.6628855286,4974977.565563104,,44190,66,44190,126.09645847476804,126.09140014648438,0.1066962534042012,126.55481,125.86208,5572202.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570293.5123495328,4974974.873369459,,43911,79,43911,126.17978410876546,126.16529846191406,0.1051436742839788,126.607254,125.942375,5540680.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570292.3660713878,4974972.174247823,,43889,90,43889,126.18594636469275,126.18560028076172,0.16157534399531,126.63532,125.90167,5538175.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570291.219484737,4974969.482100286,,43908,103,43908,126.08932313018128,126.06559753417967,0.0906592031167221,126.54897,125.9337,5536330.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570290.0717302255,4974966.783806769,,44003,114,44003,126.12787764470605,126.12471771240234,0.0697796493381213,126.40844,125.95677,5550005.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570288.9202047681,4974964.089915237,,44028,127,44028,126.11096347778688,126.09089660644533,0.095524565615665,126.56622,125.961754,5552413.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570287.7724419468,4974961.3916246565,,43890,138,43890,126.2277398040556,126.24301147460938,0.1081144908649935,126.45751,125.963875,5540135.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570286.6258513021,4974958.699478028,,43910,151,43910,126.29838305625142,126.3227996826172,0.1379764030287829,126.80253,125.95618,5545762.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570285.4795671618,4974956.000357756,,43879,162,43879,126.30335695890972,126.31438446044922,0.1305612023467829,126.75114,126.00426,5542065.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570284.329028586,4974953.308168268,,44225,175,44225,126.15218767665348,126.1319351196289,0.0927275594751575,126.47302,125.962,5579080.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570283.1787965089,4974950.609005134,,43890,186,43890,126.3201982228298,126.31478881835938,0.1278081048143402,126.66381,126.036804,5544193.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570282.0322018706,4974947.916859417,,43910,199,43910,126.28483261216124,126.28726196289062,0.0929861334133014,126.80905,126.01563,5545167.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570280.8859137326,4974945.217740056,,43880,210,43880,126.57886280765725,126.58992004394533,0.0769264532205128,126.75245,126.167915,5554280.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570279.7378364173,4974942.526424939,,44030,223,44030,126.28462411991823,126.27423858642578,0.1547107612536493,126.77713,125.99437,5560312.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570278.0443351656,4974938.51637623,,44000,234,44000,126.29292045454544,126.24270629882812,0.1850955963493657,126.788376,125.99465,5556888.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570276.8962509899,4974935.825050794,,43907,247,43907,126.30938119206505,126.31111145019533,0.1157600313034882,126.59607,126.03319,5545866.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570275.7499583743,4974933.1259324495,,43896,258,43896,126.39057089484236,126.40007019042967,0.1399385787825896,126.76824,126.07253,5548040.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570299.0347384618,4974991.630161434,,43890,6,43890,125.93958760537708,125.97684478759766,0.1225921280445846,126.2642,125.68427,5527488.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570297.8846181304,4974988.933065047,,44202,19,44202,126.24912899868784,126.26309967041016,0.0965759901521789,126.467316,125.710236,5580464.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570296.7339929056,4974986.238803376,,43892,30,43892,126.07338467146631,126.05715942382812,0.1615221966906853,126.4643,125.72564,5533613.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570295.5878110701,4974983.541748439,,43871,43,43871,126.3422648218641,126.37712860107422,0.1287503497883444,126.66687,125.79771,5542761.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570294.4411351817,4974980.847532878,,43881,54,43881,126.18657277637246,126.19709014892578,0.1468529811636702,126.76393,125.83239,5537193.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570293.2934769833,4974978.15130606,,44009,67,44009,126.4654048035629,126.5108642578125,0.1544112403472235,126.71109,125.82577,5565616.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570292.1418559891,4974975.455348982,,44003,78,44003,126.13866100038634,126.13054656982422,0.1012227826854967,126.61942,125.888466,5550479.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570290.9941957892,4974972.7591226185,,43884,91,43884,126.29689636313918,126.28483581542967,0.1118178697734547,126.62882,125.906456,5542413.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570289.8475159056,4974970.064907969,,43874,102,43874,126.25309978575012,126.24349212646484,0.1576690073411694,126.718124,125.93647,5539228.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570288.7013280777,4974967.367854397,,43897,115,43897,126.33529626170352,126.38497161865234,0.1764552546737793,126.70324,125.93977,5545740.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570287.5506948509,4974964.673594555,,44204,126,44204,126.63210342955388,126.63575744628906,0.0637965989578571,126.78152,126.04323,5597645.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570286.4005645119,4974961.976500446,,43889,139,43889,126.25827656132516,126.2447738647461,0.1294583298332333,126.81806,125.92136,5541349.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570285.253880633,4974959.282286708,,43872,150,43872,126.21546772428884,126.21110534667967,0.0977383793408163,126.68331,125.973236,5537325.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570284.107688809,4974956.585234043,,43890,163,43890,126.37867395762132,126.3572235107422,0.1799781149629273,126.76936,125.94004,5546760.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570282.959517872,4974953.891840024,,44007,174,44007,126.17706274001864,126.18191528320312,0.0653068855207333,126.33881,125.94856,5552674.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570281.8084023015,4974951.193062658,,44008,187,44008,126.26801945100893,126.26554870605467,0.0900472225683129,126.58733,125.987206,5556803.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570280.6602293641,4974948.499669094,,43874,198,43874,126.6365273282582,126.71142578125,0.2041981700531023,126.94211,125.974495,5556051.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570279.5140335435,4974945.8026173385,,43885,211,43885,126.6591090349778,126.66272735595705,0.0665910039255123,126.824646,125.958534,5558435.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570278.3673436734,4974943.108404967,,43891,222,43891,126.41517623202934,126.48497009277344,0.195941908969871,126.78986,125.99849,5548488.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570276.6749201327,4974939.10211903,,44190,235,44190,126.62219959266804,126.6407699584961,0.1323354847457944,126.87054,126.05594,5595435.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570275.5242764205,4974936.407861583,,43888,246,43888,126.49518091505652,126.49752807617188,0.1170566934674287,126.929085,126.131874,5551620.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570274.3780761256,4974933.710810845,,43887,259,43887,126.34094378745414,126.34004974365234,0.0894519392766213,126.6747,126.1286,5544725.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570297.662866331,4974992.215034779,,43893,5,43893,126.02930991274236,126.03033447265624,0.1795971608981078,126.573395,125.610916,5531804.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570296.5151125914,4974989.516742418,,44030,20,44030,125.89157392686803,125.88327026367188,0.1020482163853986,126.229355,125.64677,5543006.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570295.3635942228,4974986.822849554,,44004,29,44004,125.86384192346152,125.86437225341795,0.0512115919995311,126.1378,125.68011,5538512.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570294.215844789,4974984.124555171,,43908,44,43908,125.97190716953632,125.96842193603516,0.1018225638834907,126.34797,125.74354,5531174.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570293.0692612155,4974981.43240722,,43891,53,43891,126.19603107698616,126.19817352294922,0.1945922955270416,126.70407,125.75029,5538870.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570291.9229841499,4974978.733285623,,43907,68,43907,126.00230031657824,125.99575805664062,0.082357004746979,126.29206,125.80596,5532383.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570290.7724472409,4974976.041092479,,44192,77,44192,126.30241898986242,126.35482788085938,0.1515329013251151,126.540115,125.797386,5581556.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570289.6222276707,4974973.341930348,,43909,92,43909,126.34782163110069,126.34300994873048,0.1280567014422965,126.65061,125.8773,5547806.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570288.4756401033,4974970.649783306,,43883,101,43883,126.43183009365814,126.50508880615234,0.1742017340755974,126.701515,125.945015,5548208.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570287.3293590398,4974967.95066262,,43909,116,43909,126.1316017217427,126.11322784423828,0.1295405637458531,126.70819,125.903824,5538312.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570286.1812844181,4974965.259335295,,43994,125,43994,126.1191185161613,126.11126708984376,0.115886860519902,126.495895,125.89399,5548484.5
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570285.0300752341,4974962.558479025,,44026,140,44026,126.05221914323354,126.03700256347656,0.0598386779346612,126.44105,125.9006,5549575.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570283.8820029948,4974959.867163039,,43882,149,43882,126.25142427418989,126.21376037597656,0.1457425692304541,126.7056,125.93387,5540165.0
tif_multichannel,240603_dem,/home/polyploidbreeding/rilievi_aerofotogrammetrici//240603 Fiorenzuola/EXPORT/240603_F_DEM_v001.tif,/home/polyploidbreeding/rilievi_aerofotogrammetrici//Fiorenzuola-SHAPE/Fiorenzuola.shp,altezza,570282.7357179333,4974957.168043262,,43906,164,43906,126.2844144308295,126.3006820678711,0.1479643292750515,126.58341,125.97989,5544643.5
